commune_code,quartier,region,departement,milieu_residence,nb_enfants_0_4,nb_enfants_5_15,nb_adultes_H,nb_adultes_F,taille_menage,statut_occupation,type_habitat,proxy_niveau_vie,proxy_niveau_vie_label,cm_sexe,cm_age,cm_tranche_age,repondant_statut,repondant_est_cm,cm_branche_etudes,cm_niveau_etudes,cm_alpha_francais,cm_alpha_anglais,cm_alpha_arabe,cm_alpha_lng_nat,cm_est_alphabetise,cm_situation_matrimoniale,cm_statut_emploi,cm_secteur_emploi,cm_revenu,src__v1,src__v2,src__v3,src__v4,src__v5,src__v6,src__v7,sources_dechets_liste,nb_sources_dechets,nat__v8,nat__v9,nat__v10,nat__v11,nat__v12,nat__v13,nat__v14,nat__v15,nat__v16,nat__v17,natures_dechets_liste,nb_natures_dechets,mode_stockage,stockage_couvert,place_stockage,capacite_stockage_suffisante,tri_avant_evacuation,revente_dechets,types_revendus_liste,raison_non_revente,proportion_traitee_soi,traitement_enfouissement,traitement_incineration,traitement_recyclage,traitement_compostage,au_moins_un_traitement,acces_benne_tasseuse,benne_service_principal,benne_point_distance,benne_point_nettoyage,benne_heure_convient,benne_frequence,satisfaction_benne,service_alternatif_type,service_alternatif_raison,a_service_alternatif,service_evacuation_payant,montant_evacuation_tranche,frequence_paiement,montant_mensuel_evacuation_fcfa,responsable_evacuation,existence_bacs_quartier,satisfaction_bacs_quartier,corbeilles_rue_presentes,satisfaction_corbeilles_disposition,satisfaction_corbeilles_qualite,acces_depotoire_normalise,depot_sauvage_rue,eaux_usees_rue,depot_sauvage_observe,dernier_depot_sauvage,contact_autorites_depot,satisfaction_reaction_autorites,nuisible__v23,nuisible__v24,nuisible__v25,nuisible__v26,nuisible__v27,nuisible__v28,nuisible__v29,nuisibles_liste,nb_nuisibles,service_balayage_rues,satisfaction_balayage,operations_nettoyage_quartier,place_publique_presence,place_publique_gestionnaire,place_publique_salubrite,marche_present,marche_gestionnaire,marche_gestion_qualite,connait_UCG,campagne_sensibilisation,satisfaction_sensibilisation,duree_quartier_sup_1mois,maladie__v30,maladie__v31,maladie__v32,maladie__v33,maladie__v34,maladie__v35,maladie__v36,maladie__v37,maladie__v38,maladies_declarees_liste,nb_maladies_declarees,aucune_maladie,nb_types_maladies_menage,maladie_potentiellement_liee_dechets,perception_risque_sanitaire,suggestions_amelioration
21,Zone de captage,,,,1,2,2,1,6.0,Locataire,Baraque / Habitat précaire,0,Faible,Femme,35,35-44 ans,Chef de ménage,Oui,Aucun,Secondaire,Oui,Oui,Non,Non,Oui,,,,,1,0,0,0,1,0,0,Consommation alimentaire / cuisine | Entretien du logement,2,0,0,1,0,0,0,0,0,0,0,Restes d'aliments,1,Poubelle avec couvercle,Oui,Dans la cour,Oui,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Femme de ménage,Non,,Non,,,Non,"Oui, rarement","Non, jamais","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Non,,Non,Non,,,Non,,,Non,Oui,Oui,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,
41,Keurikao,,,,0,4,2,2,8.0,Propriétaire,Appartement,2,Moyen-haut,Femme,70,60 ans et plus,Chef de ménage,Oui,Coranique / Daara,,Non,Non,Non,Oui,Oui,,,,,0,0,0,1,1,0,0,Animaux domestiques | Entretien du logement,2,0,1,0,0,0,0,0,1,0,0,Papier / Carton | Excréments d'animaux,2,Poubelle avec couvercle,Oui,Dans la cour,Non,Oui,Non,,Pas connaissance,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Irrégulière,Bon,,,Non,,,,0.0,Autre membre féminin adulte,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Oui,Satisfait / Bon,Non,Non,,,Non,,,Non,Non,,1 mois et plus,0,0,0,0,1,0,0,0,0,Toux,1,0,1,Oui,,REDOUBLER D'EFFORTS
41,Keurikao,,,,0,0,2,5,7.0,Propriétaire,Baraque / Habitat précaire,1,Moyen-bas,Homme,78,60 ans et plus,Conjoint(e) du CM,Non,Aucun,Supérieur,Oui,Non,Non,Oui,Oui,,,,,1,0,0,0,1,0,0,Consommation alimentaire / cuisine | Entretien du logement,2,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Poubelle avec couvercle,Oui,Dans la cour,Oui,Non,Non,,Manque de temps,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Non,Oui,Irrégulière,Bon,,,Non,,,,0.0,Autre membre féminin adulte,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,1,Autre,1,Oui,Très satisfait / Très bon,Non,Non,,,Non,,,Non,Non,,1 mois et plus,0,1,0,0,0,0,0,0,0,Asthme,1,0,1,Oui,,LE SERVICE D'HYGIÈNE NE FAIT PAS TON TRAVAIL
41,Keurikao,,,,3,3,10,6,22.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Femme,70,60 ans et plus,Petit-fils/Petite-fille,Non,Français,,Non,Non,Non,Oui,Oui,,,,,1,0,0,0,1,0,0,Consommation alimentaire / cuisine | Entretien du logement,2,1,0,0,0,0,0,0,0,0,0,Plastiques,1,Poubelle avec couvercle,Oui,Dans la cour,Oui,Oui,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Non,Oui,Irrégulière,Bon,,,Non,,,,0.0,Femme de ménage,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Non,,Oui,Non,,,Oui,Aucun gestionnaire identifié,Pas satisfait / Mauvais,Non,Non,,1 mois et plus,1,0,1,0,1,0,1,0,0,Fièvre | Rhume | Toux | Démangeaisons,4,0,4,Oui,,Régulièr
41,Keurikao,,,,0,1,0,1,2.0,Propriétaire,Appartement,2,Moyen-haut,Homme,82,60 ans et plus,Conjoint(e) du CM,Non,Français,,Non,Non,Non,Oui,Oui,,,,,1,0,0,0,1,0,0,Consommation alimentaire / cuisine | Entretien du logement,2,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Poubelle avec couvercle,Oui,Dans la cour,Oui,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Non,Non,Irrégulière,Bon,,,Non,,,,0.0,Femme de ménage,Oui,Satisfait / Bon,Non,,,Oui,"Non, jamais","Non, jamais","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Oui,Satisfait / Bon,Non,Non,,,Non,,,Non,Non,,1 mois et plus,0,0,1,0,0,0,0,0,0,Rhume,1,0,1,Non,,QU'ILS SOIENT RÉGULIERS
5,Hlm Fass,,,,0,0,8,0,8.0,Propriétaire,Baraque / Habitat précaire,1,Moyen-bas,Homme,99,60 ans et plus,Autre personne non apparentée,Non,Aucun,Primaire,Oui,Non,Oui,Oui,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation,2,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Coin de la cour / à même le sol,Oui,Dans la cour,Oui,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Acceptable,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Autre membre masculin adulte,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,0,,0,Ne sait pas,,Non,Non,,,Oui,UCG,Satisfait / Bon,Oui,Non,,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,Utiliser les médias en ciblant les heures qui précédent juste les émissions phares(exple feuilleton )
5,Colobane rue 39×40,,,,2,13,1,2,18.0,Propriétaire,Appartement,2,Moyen-haut,Homme,99,60 ans et plus,Conjoint(e) du CM,Non,Français,,Oui,Non,Non,Oui,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement,3,1,1,1,1,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus,4,Poubelle avec couvercle,Non,Dans la cour,Non,Oui,Non,,Pas intéressé,Une partie,Non,Non,Non,Non,Non,Oui — service utilisé,Oui,Éloignée,Oui,Oui,Régulière,Très bon,,,Non,,,,0.0,Conjoint du CM,Non,,Oui,Satisfait / Bon,Très satisfait / Très bon,Oui,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,0,,0,Oui,Très satisfait / Très bon,Oui,Non,,,Oui,Mairie,Très satisfait / Très bon,Oui,Non,,1 mois et plus,1,1,0,1,0,0,0,0,0,Fièvre | Asthme | Sinusite,3,0,3,Oui,,Passer par les jeunes.
11,Sendou Thiossane,,,,3,4,6,8,21.0,Propriétaire,Appartement,2,Moyen-haut,Homme,65,60 ans et plus,Chef de ménage,Oui,Français,,Oui,Non,Non,Non,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation,2,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Poubelle avec couvercle,Oui,Devant la maison / entrée,Non,Oui,Oui,Ferraille,,Une partie,Non,Non,Non,Non,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Régulière,Très bon,,,Non,,,,0.0,Autre membre féminin adulte,Non,,Oui,Satisfait / Bon,Satisfait / Bon,Oui,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,0,,0,Oui,Satisfait / Bon,Oui,Oui,Opérateur privé,Satisfait / Bon,Oui,UCG,Satisfait / Bon,Non,Non,,1 mois et plus,0,0,0,0,1,0,0,0,0,Toux,1,0,1,Oui,,Se rapprocher des habitants
11,Se,,,,6,0,4,6,16.0,Propriétaire,Appartement,2,Moyen-haut,Homme,99,60 ans et plus,Conjoint(e) du CM,Non,Aucun,Ne sait pas,Oui,Ne sait pas,Ne sait pas,Ne sait pas,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation,2,1,1,0,0,0,1,0,0,0,0,Plastiques | Papier / Carton | Déchets verts,3,Sac plastique,Non,Devant la maison / entrée,Oui,Oui,Oui,Plastique,,Une partie,Non,Non,Non,Non,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Autre membre masculin adulte,Non,,Oui,Satisfait / Bon,Satisfait / Bon,Oui,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,0,,0,Oui,Satisfait / Bon,Oui,Oui,Opérateur privé,Satisfait / Bon,Oui,UCG,Satisfait / Bon,Non,Non,,1 mois et plus,0,0,1,0,0,0,0,0,0,Rhume,1,0,1,Non,,Réunir toute la population à la place publique
6,Ndogol,,,,2,2,5,3,12.0,Propriétaire,Appartement,2,Moyen-haut,Femme,99,60 ans et plus,Fils/Fille du CM,Non,Aucun,Secondaire,Oui,Non,Oui,Non,Oui,,,,,1,0,1,1,0,0,0,Consommation alimentaire / cuisine | Élevage | Animaux domestiques,3,1,0,1,0,0,0,0,1,0,0,Plastiques | Restes d'aliments | Excréments d'animaux,3,Coin de la cour / à même le sol,Non,Dans la cour,Oui,Non,Non,,Pas connaissance,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Femme de ménage,Ne sait pas,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Non,,Oui,Oui,Opérateur privé,Satisfait / Bon,Non,,,Oui,Oui,Oui,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,
6,Wakhandé,,,,2,3,3,4,12.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Femme,46,45-59 ans,Fils/Fille du CM,Non,Aucun,Secondaire,Oui,Non,Non,Non,Oui,,,,,1,0,0,0,1,0,0,Consommation alimentaire / cuisine | Entretien du logement,2,0,0,1,0,0,0,0,0,0,0,Restes d'aliments,1,Poubelle avec couvercle,Non,Devant la maison / entrée,Oui,Non,Non,,Pas connaissance,Aucune partie,,,,,Non,Non,,,,,,,Charrette / collecteur informel,Seul service disponible,Oui,Non,,,0.0,,Non,,Non,,,Non,"Oui, très souvent","Oui, très souvent","Oui, fréquemment",Moins de 2 jours,Non,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Non,,Non,Non,,,Non,,,Oui,Non,,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,Sollicité les services de l'UCG
6,Ndogol,,,,0,1,3,4,8.0,Propriétaire,Appartement,2,Moyen-haut,Femme,99,60 ans et plus,Fils/Fille du CM,Non,Aucun,Secondaire,Oui,Non,Non,Non,Oui,,,,,1,0,1,1,0,0,0,Consommation alimentaire / cuisine | Élevage | Animaux domestiques,3,1,0,1,0,0,0,0,1,0,0,Plastiques | Restes d'aliments | Excréments d'animaux,3,Coin de la cour / à même le sol,Non,Dans la cour,Oui,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Régulière,Très bon,,,Non,,,,0.0,Femme de ménage,Non,,Non,,,Non,"Oui, très souvent","Non, jamais","Oui, fréquemment",Moins de 2 jours,Non,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Non,,Oui,Oui,UCG,Satisfait / Bon,Oui,UCG,Satisfait / Bon,Oui,Oui,Oui,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,
6,Ndogol,,,,0,3,3,3,9.0,Locataire,Appartement,1,Moyen-bas,Homme,99,60 ans et plus,Fils/Fille du CM,Non,Autre,,Ne sait pas,Ne sait pas,Ne sait pas,Ne sait pas,Non,,,,,1,1,0,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement,3,1,0,1,0,1,0,0,0,0,0,Plastiques | Restes d'aliments | Déchets électroménagers,3,Poubelle sans couvercle,Non,Dans la cour,Non,Oui,Non,,Pas connaissance,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Autre membre masculin adulte,Non,,Non,,,Non,"Oui, rarement","Non, jamais","Oui, fréquemment",Moins de 2 jours,Oui,Pas du tout satisfait / Très mauvais,1,1,1,0,0,0,0,Moustiques | Mouches | Cafards,3,Non,,Oui,Oui,UCG,Satisfait / Bon,Oui,Autre,Satisfait / Bon,Oui,Non,,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,Ras
6,Ndaldali,,,,2,0,4,1,7.0,Propriétaire,Appartement,2,Moyen-haut,Homme,50,45-59 ans,Beau-fils/Belle-fille,Non,Aucun,Supérieur,Oui,Non,Non,Oui,Oui,,,,,1,0,1,0,1,0,0,Consommation alimentaire / cuisine | Élevage | Entretien du logement,3,1,0,0,1,0,1,1,1,0,0,Plastiques | Vêtements / Tissus | Déchets verts | Métal | Excréments d'animaux,5,Poubelle avec couvercle,Oui,Dans la cour,Oui,Non,Non,,Pas connaissance,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Femme de ménage,Non,,Non,,,Non,"Oui, très souvent","Oui, très souvent","Oui, fréquemment",Moins de 2 jours,Oui,Satisfait / Bon,1,1,0,0,0,0,0,Moustiques | Mouches,2,Oui,Satisfait / Bon,Oui,Oui,Mairie,Très satisfait / Très bon,Oui,Mairie,Très satisfait / Très bon,Oui,Oui,Oui,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,
6,Ndogol,,,,1,1,3,2,7.0,Logé par un tiers,Appartement,1,Moyen-bas,Femme,46,45-59 ans,Fils/Fille du CM,Non,Aucun,Secondaire,Oui,Non,Non,Ne sait pas,Oui,,,,,1,0,1,1,1,0,0,Consommation alimentaire / cuisine | Élevage | Animaux domestiques | Entretien du logement,4,1,1,1,1,0,0,0,1,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Excréments d'animaux,5,Poubelle avec couvercle,Oui,Dans la cour,Oui,Non,Non,,Pas connaissance,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Femme de ménage,Non,,Non,,,Non,"Oui, très souvent","Oui, très souvent","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Non,,Oui,Oui,UCG,Satisfait / Bon,Oui,UCG,Satisfait / Bon,Oui,Oui,Oui,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,
5,Fass,,,,0,0,3,0,3.0,Locataire,Appartement,1,Moyen-bas,Homme,24,Moins de 25 ans,Beau-fils/Belle-fille,Non,Aucun,Supérieur,Oui,Oui,Non,Non,Oui,,,,,1,0,1,0,0,0,0,Consommation alimentaire / cuisine | Élevage,2,0,1,1,0,0,0,0,1,0,0,Papier / Carton | Restes d'aliments | Excréments d'animaux,3,Poubelle sans couvercle,Oui,Dans la cour,Oui,Oui,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Régulière,Très bon,,,Non,,,,0.0,Conjoint du CM,Non,,Non,,,Non,"Oui, très souvent","Oui, très souvent","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Non,,Non,Non,,,Oui,Association de quartier,Pas satisfait / Mauvais,Non,Non,,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,Sensibiliser sur les risques liés à la mauvaise gestion des ordures
5,Fass,,,,0,7,2,4,13.0,Logé par un tiers,Appartement,1,Moyen-bas,Homme,56,45-59 ans,Beau-fils/Belle-fille,Non,Aucun,Primaire,Oui,Non,Ne sait pas,Non,Oui,,,,,1,0,0,1,0,0,0,Consommation alimentaire / cuisine | Animaux domestiques,2,0,0,1,0,0,0,0,1,0,0,Restes d'aliments | Excréments d'animaux,2,Poubelle avec couvercle,Oui,Devant la maison / entrée,Oui,Non,Non,,Pas connaissance,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Acceptable,Non,Oui,Régulière,Bon,,,Non,,,,0.0,Conjoint du CM,Non,,Non,,,Non,"Oui, très souvent","Oui, très souvent","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Non,,Oui,Non,,,Oui,UCG,Pas satisfait / Mauvais,Non,Oui,Oui,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,
5,Colobane,,,,0,1,3,4,8.0,Locataire,Baraque / Habitat précaire,0,Faible,Homme,62,60 ans et plus,Fils/Fille du CM,Non,Aucun,Ne sait pas,Oui,Ne sait pas,Non,Oui,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement,3,1,1,1,1,1,0,1,0,1,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Déchets électroménagers | Métal | Médicaments,7,Poubelle sans couvercle,Oui,Dans la cour,Oui,Non,Non,,Pas connaissance,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Femme de ménage,Non,,Non,,,Non,"Oui, très souvent","Oui, très souvent","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Oui,Satisfait / Bon,Oui,Oui,Autre entité publique,Pas satisfait / Mauvais,Oui,Autre entité publique,Pas satisfait / Mauvais,Non,Oui,Oui,1 mois et plus,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non,,
5,Colobane,,,,0,2,7,5,14.0,Logé par un tiers,Chambre(s) en bande,0,Faible,Homme,71,60 ans et plus,Fils/Fille du CM,Non,Aucun,Ne sait pas,Oui,Ne sait pas,Ne sait pas,Non,Oui,,,,,1,0,0,0,1,0,0,Consommation alimentaire / cuisine | Entretien du logement,2,1,1,1,1,0,0,1,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Métal,5,Poubelle avec couvercle,Oui,Autre endroit extérieur,Non,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Acceptable,Non,Oui,Irrégulière,Bon,,,Non,,,,0.0,Femme de ménage,Non,,Non,,,Non,"Oui, très souvent","Non, jamais","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Non,,Non,Oui,Autre entité publique,Pas satisfait / Mauvais,Oui,UCG,Pas satisfait / Mauvais,Oui,Non,,1 mois et plus,0,0,1,0,0,0,0,0,0,Rhume,1,0,1,Non,,Communiqué avec la population
5,Colobane,,,,0,3,3,4,10.0,Locataire,Baraque / Habitat précaire,0,Faible,Homme,38,35-44 ans,Fils/Fille du CM,Non,Aucun,Supérieur,Oui,Oui,Ne sait pas,Oui,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation,2,1,1,1,0,0,0,1,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Métal,4,Poubelle avec couvercle,Oui,Dans la maison / chambre,Non,Oui,Non,,Pas connaissance,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Femme de ménage,Non,,Non,,,Non,"Oui, très souvent","Oui, très souvent","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Ne sait pas,,Oui,Oui,UCG,Satisfait / Bon,Oui,Autre entité publique,Pas satisfait / Mauvais,Non,Non,,1 mois et plus,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non,,"Sensibiliser la population parce les affiches 
Offrir des poubelles aux ménages 
Faire part des dangers"
29,Mbakeunde,,,,1,4,5,6,16.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Femme,99,60 ans et plus,Fils/Fille du CM,Non,Franco-arabe,Ne sait pas,Non,Non,Oui,Oui,Oui,,,,,1,1,1,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Élevage | Entretien du logement,4,1,1,1,1,0,1,1,1,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Déchets verts | Métal | Excréments d'animaux,7,Poubelle sans couvercle,Non,Devant la maison / entrée,Non,Oui,Oui,Ferraille | Autre déchet revendu,,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Éloignée,Oui,Oui,Régulière,Mauvais,,,Non,,,,0.0,Autre membre féminin adulte,Non,,Non,,,Non,"Non, jamais","Oui, rarement","Oui, fréquemment",Moins de 2 jours,Non,,1,1,1,0,1,0,0,Moustiques | Mouches | Cafards | Vers,4,Oui,Pas satisfait / Mauvais,Non,Oui,Autre entité publique,Pas du tout satisfait / Très mauvais,Oui,Mairie,Satisfait / Bon,Oui,Non,,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,Sensibilisation morale
29,Rue 11×18,,,,2,3,2,4,11.0,Locataire,Chambre(s) en bande,0,Faible,Homme,99,60 ans et plus,Fils/Fille du CM,Non,Autre,,Ne sait pas,Ne sait pas,Ne sait pas,Oui,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement,3,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle sans couvercle,Non,Dans la cour,Oui,Oui,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Non,Oui,Irrégulière,Bon,,,Non,,,,0.0,Autre membre féminin adulte,Non,,Non,,,Non,"Oui, rarement","Oui, très souvent","Oui, fréquemment",Moins de 2 jours,Non,,1,1,0,0,1,0,0,Moustiques | Mouches | Vers,3,Ne sait pas,,Non,Non,,,Oui,Aucun gestionnaire identifié,Satisfait / Bon,Non,Non,,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,Triage des déchets
29,Medina,,,,6,1,0,4,11.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Femme,58,45-59 ans,Chef de ménage,Oui,Aucun,Primaire,Oui,Non,Non,Oui,Oui,,,,,1,1,0,0,1,1,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement | Commerce / activités productives,4,1,1,1,1,1,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Déchets électroménagers,5,Poubelle sans couvercle,Non,Devant la maison / entrée,Oui,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Autre membre féminin adulte,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,0,,0,Non,,Oui,Oui,Opérateur privé,Très satisfait / Très bon,Oui,Mairie,Satisfait / Bon,Non,Non,,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,Organiser des causeries avec la population
29,Santhiaba,,,,4,1,7,7,19.0,Propriétaire,Appartement,2,Moyen-haut,Homme,56,45-59 ans,Conjoint(e) du CM,Non,Aucun,Secondaire,Oui,Non,Oui,Oui,Oui,,,,,1,1,1,1,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Élevage | Animaux domestiques | Entretien du logement,5,1,1,1,1,0,1,1,1,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Déchets verts | Métal | Excréments d'animaux,7,Coin de la cour / à même le sol,Oui,Dans la cour,Oui,Oui,Oui,Ferraille,,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Acceptable,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Autre membre masculin adulte,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,1,1,1,1,1,1,0,Moustiques | Mouches | Cafards | Souris | Vers | Rats,6,Non,,Oui,Non,,,Oui,Aucun gestionnaire identifié,Satisfait / Bon,Oui,Non,,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,Separer les dechets liquides des solides
29,Mbakeunde,,,,2,1,2,9,14.0,Propriétaire,Appartement,2,Moyen-haut,Homme,99,60 ans et plus,Fils/Fille du CM,Non,Aucun,Secondaire,Oui,Oui,Oui,Oui,Oui,,,,,1,1,1,1,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Élevage | Animaux domestiques | Entretien du logement,5,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle sans couvercle,Non,Devant la maison / entrée,Oui,Non,Oui,Verre,,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Acceptable,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Chef de ménage,Non,,Oui,Pas satisfait / Mauvais,Satisfait / Bon,Oui,"Oui, rarement","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,0,,0,Oui,Satisfait / Bon,Oui,Non,,,Oui,Aucun gestionnaire identifié,Pas satisfait / Mauvais,Oui,Non,,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,Triage des ordures avant éévacuation
